class.name.phs,ibase,idss,idiff
LINE.TRIP_LINE_632_A_H_26.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_27.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_28.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_29.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_30.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_31.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_32.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_33.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_34.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_35.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_36.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_37.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_38.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_39.1,2.372,5.941,3.569
LINE.TRIP_LINE_632_A_H_40.1,2.372,5.941,3.569
LINE.TRIP_LINE_645_B_H_1.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_2.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_3.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_4.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_5.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_6.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_7.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_8.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_9.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_10.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_11.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_12.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_13.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_14.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_15.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_16.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_17.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_18.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_19.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_20.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_21.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_22.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_23.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_24.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_25.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_26.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_27.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_28.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_29.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_30.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_31.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_32.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_33.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_34.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_35.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_36.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_37.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_38.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_39.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_40.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_1.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_2.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_3.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_4.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_5.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_6.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_7.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_8.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_9.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_10.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_11.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_12.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_13.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_14.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_15.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_16.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_17.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_18.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_19.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_20.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_21.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_22.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_23.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_24.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_25.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_26.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_27.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_28.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_29.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_30.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_31.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_32.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_33.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_34.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_35.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_36.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_37.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_38.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_39.2,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_40.2,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_1.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_2.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_3.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_4.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_5.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_6.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_7.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_8.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_9.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_10.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_11.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_12.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_13.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_14.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_15.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_16.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_17.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_18.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_19.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_20.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_21.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_22.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_23.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_24.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_25.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_26.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_27.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_28.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_29.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_30.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_31.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_32.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_33.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_34.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_35.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_36.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_37.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_38.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_39.1,2.371,5.962,3.590
LINE.TRIP_LINE_645_B_H_40.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_1.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_2.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_3.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_4.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_5.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_6.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_7.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_8.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_9.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_10.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_11.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_12.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_13.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_14.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_15.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_16.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_17.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_18.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_19.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_20.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_21.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_22.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_23.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_24.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_25.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_26.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_27.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_28.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_29.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_30.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_31.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_32.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_33.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_34.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_35.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_36.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_37.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_38.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_39.1,2.371,5.962,3.590
LOAD.TRIP_LOAD_645_B_40.1,2.371,5.962,3.590
LINE.TRIP_LINE_633_B_H_1.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_2.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_3.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_4.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_5.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_6.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_7.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_8.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_9.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_10.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_11.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_12.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_13.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_14.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_15.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_16.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_17.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_18.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_19.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_20.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_21.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_22.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_23.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_24.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_25.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_26.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_27.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_28.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_29.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_30.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_31.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_32.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_33.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_34.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_35.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_36.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_37.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_38.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_39.2,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_40.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_1.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_2.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_3.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_4.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_5.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_6.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_7.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_8.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_9.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_10.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_11.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_12.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_13.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_14.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_15.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_16.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_17.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_18.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_19.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_20.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_21.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_22.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_23.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_24.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_25.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_26.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_27.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_28.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_29.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_30.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_31.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_32.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_33.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_34.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_35.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_36.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_37.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_38.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_39.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_40.2,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_1.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_2.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_3.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_4.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_5.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_6.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_7.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_8.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_9.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_10.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_11.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_12.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_13.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_14.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_15.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_16.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_17.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_18.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_19.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_20.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_21.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_22.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_23.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_24.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_25.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_26.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_27.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_28.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_29.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_30.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_31.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_32.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_33.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_34.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_35.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_36.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_37.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_38.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_39.1,2.372,5.963,3.591
LOAD.TRIP_LOAD_633_B_40.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_1.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_2.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_3.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_4.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_5.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_6.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_7.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_8.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_9.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_10.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_11.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_12.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_13.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_14.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_15.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_16.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_17.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_18.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_19.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_20.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_21.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_22.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_23.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_24.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_25.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_26.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_27.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_28.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_29.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_30.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_31.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_32.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_33.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_34.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_35.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_36.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_37.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_38.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_39.1,2.372,5.963,3.591
LINE.TRIP_LINE_633_B_H_40.1,2.372,5.963,3.591
LINE.TRIP_LINE_632_B_H_1.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_2.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_3.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_4.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_5.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_6.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_7.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_8.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_9.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_10.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_11.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_12.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_13.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_14.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_15.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_16.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_17.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_18.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_19.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_20.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_21.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_22.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_23.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_24.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_25.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_26.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_27.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_28.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_29.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_30.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_31.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_32.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_33.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_34.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_35.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_36.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_37.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_38.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_39.2,2.372,5.963,3.592
LINE.TRIP_LINE_632_B_H_40.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_1.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_2.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_3.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_4.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_5.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_6.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_7.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_8.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_9.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_10.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_11.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_12.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_13.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_14.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_15.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_16.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_17.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_18.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_19.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_20.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_21.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_22.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_23.2,2.372,5.963,3.592
LOAD.TRIP_LOAD_632_B_24.2,2.372,5.963,3.592
