Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TRIP_LINE_633_C_H_3, 3.25381E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00, 2.90048E-8,    28.66, 2.03369E-12,    26.57, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_3,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00, 2.89042E-8,   148.77, 1.13687E-12,    36.87, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00, 4.55315E-12,    -2.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_4,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00,    2.89E-8,   148.77, 1.94268E-12,   159.44, 3.81148E-12,   -17.35,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_5,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00,    2.89E-8,   148.77, 1.94268E-12,   159.44, 3.81148E-12,   -17.35,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_6,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00, 2.89042E-8,   148.77, 1.13687E-12,    36.87, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00, 4.55315E-12,    -2.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_1,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00, 2.89042E-8,   148.77, 1.13687E-12,    36.87, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00, 4.55315E-12,    -2.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_2,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00,    2.89E-8,   148.77, 1.94268E-12,   159.44, 3.81148E-12,   -17.35,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_7,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00,    2.89E-8,   148.77, 1.94268E-12,   159.44, 3.81148E-12,   -17.35,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_8,  3.2425E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00,    2.89E-8,   148.77, 1.94268E-12,   159.44, 3.81148E-12,   -17.35,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_9, 3.24251E-6,   -31.23,  3.2714E-6,   148.77,          0,     0.00,          0,     0.00, 2.88966E-8,   148.76, 8.18545E-12,   180.00, 3.88536E-12,   -20.56,          0,     0.00,          0,     0.00, 4.7477E-12,  -163.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_16, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_15, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL645-646, 0.000180354,   -22.02, 0.000182554,  -160.40,          0,     0.00,          0,     0.00, 0.000128943,   -92.12, 3.63798E-11,   180.00, 2.05795E-11,  -135.00,          0,     0.00,          0,     0.00, 5.29698E-11,  -164.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_675_A_XFMR_675_A_1, 0.00645392,   -92.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00645392,   -92.70, 0.00649938,    87.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00649938,    87.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_14, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_13, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_19, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94745E-8,   148.30, 3.64508E-12,   176.42, 2.57244E-12,    45.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_18, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94747E-8,   148.30, 3.81148E-12,   162.65, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00, 2.27374E-13,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_17, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94747E-8,   148.30, 3.81148E-12,   162.65, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00, 2.27374E-13,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_675_A_XFMR_675_A_3, 0.00645392,   -92.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00645392,   -92.70, 0.00649938,    87.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00649938,    87.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_12, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_675_A_XFMR_675_A_2, 0.00645392,   -92.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00645392,   -92.70, 0.00649938,    87.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00649938,    87.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_11, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_675_A_XFMR_675_A_5, 0.00645392,   -92.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00645392,   -92.70, 0.00649938,    87.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00649938,    87.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_10, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94779E-8,   148.31, 2.14504E-12,   147.99, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_675_A_XFMR_675_A_4, 0.00645392,   -92.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00645392,   -92.70, 0.00649938,    87.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00649938,    87.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_A_H_7, 3.31749E-6,    87.49, 3.34706E-6,   -92.51,          0,     0.00,          0,     0.00, 2.95652E-8,   -92.51, 2.03369E-12,   -63.43, 2.72848E-12,     0.00,          0,     0.00,          0,     0.00, 4.06738E-12,   -26.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_27, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94779E-8,   148.31, 2.14504E-12,   147.99, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_A_H_8, 3.31749E-6,    87.49, 3.34706E-6,   -92.51,          0,     0.00,          0,     0.00, 2.95652E-8,   -92.51, 2.03369E-12,   -63.43, 2.72848E-12,     0.00,          0,     0.00,          0,     0.00, 4.06738E-12,   -26.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_26, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94779E-8,   148.31, 2.14504E-12,   147.99, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_A_H_9, 3.31749E-6,    87.49, 3.34706E-6,   -92.51,          0,     0.00,          0,     0.00, 2.95652E-8,   -92.51, 2.03369E-12,   -63.43, 2.72848E-12,     0.00,          0,     0.00,          0,     0.00, 4.06738E-12,   -26.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_25, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_24, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94747E-8,   148.30, 3.81148E-12,   162.65, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00, 2.27374E-13,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_29, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94779E-8,   148.31, 2.14504E-12,   147.99, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_28, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_23, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94747E-8,   148.30, 3.81148E-12,   162.65, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00, 2.27374E-13,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_22, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94747E-8,   148.30, 3.81148E-12,   162.65, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00, 2.27374E-13,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_21, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94747E-8,   148.30, 3.81148E-12,   162.65, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00, 2.27374E-13,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_20, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94745E-8,   148.30, 3.64508E-12,   176.42, 2.57244E-12,    45.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_11, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00, 2.90009E-8,    28.67, 1.28622E-12,   135.00, 4.06738E-12,   116.57,          0,     0.00,          0,     0.00, 5.30322E-12,   120.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_4, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_10, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00, 2.90009E-8,    28.67, 1.28622E-12,   135.00, 4.06738E-12,   116.57,          0,     0.00,          0,     0.00, 5.30322E-12,   120.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_5, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_13, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00, 2.90009E-8,    28.67, 1.28622E-12,   135.00, 4.06738E-12,   116.57,          0,     0.00,          0,     0.00, 5.30322E-12,   120.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_2, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94779E-8,   148.31, 2.14504E-12,   147.99, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_12, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00, 2.90009E-8,    28.67, 1.28622E-12,   135.00, 4.06738E-12,   116.57,          0,     0.00,          0,     0.00, 5.30322E-12,   120.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_3, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94779E-8,   148.31, 2.14504E-12,   147.99, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_1, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_38, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_37, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94779E-8,   148.31, 2.14504E-12,   147.99, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_36, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_35, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94779E-8,   148.31, 2.14504E-12,   147.99, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_39, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_19, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00, 2.90009E-8,    28.67, 1.28622E-12,   135.00, 4.06738E-12,   116.57,          0,     0.00,          0,     0.00, 5.30322E-12,   120.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_30, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_18, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00, 2.90009E-8,    28.67, 1.28622E-12,   135.00, 4.06738E-12,   116.57,          0,     0.00,          0,     0.00, 5.30322E-12,   120.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_15, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00, 2.90009E-8,    28.67, 1.28622E-12,   135.00, 4.06738E-12,   116.57,          0,     0.00,          0,     0.00, 5.30322E-12,   120.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_34, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94779E-8,   148.31, 2.14504E-12,   147.99, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_14, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_33, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94779E-8,   148.31, 2.14504E-12,   147.99, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_17, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_32, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94779E-8,   148.31, 2.14504E-12,   147.99, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_16, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_31, 3.30696E-6,   -31.70, 3.33644E-6,   148.30,          0,     0.00,          0,     0.00, 2.94765E-8,   148.30, 7.55825E-12,  -164.29, 1.81899E-12,     0.00,          0,     0.00,          0,     0.00, 5.82804E-12,  -159.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_22, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_21, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_24, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_23, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_20, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_29, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_40, 3.30696E-6,   -31.70, 3.33643E-6,   148.30,          0,     0.00,          0,     0.00, 2.94779E-8,   148.31, 2.14504E-12,   147.99, 9.09495E-13,    90.00,          0,     0.00,          0,     0.00, 2.73794E-12,   131.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_26, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00, 2.90009E-8,    28.67, 1.28622E-12,   135.00, 4.06738E-12,   116.57,          0,     0.00,          0,     0.00, 5.30322E-12,   120.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_25, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_28, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00, 2.90009E-8,    28.67, 1.28622E-12,   135.00, 4.06738E-12,   116.57,          0,     0.00,          0,     0.00, 5.30322E-12,   120.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_27, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_33, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_32, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_633_C_H_35, 3.25382E-6,  -151.33, 3.28282E-6,    28.67,          0,     0.00,          0,     0.00,  2.9003E-8,    28.68, 2.03369E-12,   -63.43, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 2.03369E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
