# Master_curr.csv run at 2000-01-01 00:00:00 EST on 3573 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
tpx_trip_line_692_a_h_12,2.520803,-0.033001,2.520641,3.108736,0.000000,0.000000
tpx_trip_line_692_a_h_11,2.520803,-0.033001,2.520641,3.108736,0.000000,0.000000
tpx_trip_line_671_b_h_40,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
line_ol_680_c,0.000000,0.000000,0.000000,0.000000,10.067231,2.070741
line_ol_633_a_xfmr_633_a_4,2.058163,-0.017040,0.000000,0.000000,0.000000,0.000000
line_ol_633_a_xfmr_633_a_5,2.058163,-0.017040,0.000000,0.000000,0.000000,0.000000
line_ol_633_a_xfmr_633_a_2,2.058163,-0.017040,0.000000,0.000000,0.000000,0.000000
line_ol_633_a_xfmr_633_a_3,2.058163,-0.017040,0.000000,0.000000,0.000000,0.000000
line_ol_684_a_xfmr_684_a_1,2.016535,-0.032995,0.000000,0.000000,0.000000,0.000000
line_ol_680_b,0.000000,0.000000,10.102118,4.169970,0.000000,0.000000
line_ol_684_a_xfmr_684_a_2,2.016535,-0.032995,0.000000,0.000000,0.000000,0.000000
line_ol_633_a_xfmr_633_a_1,2.058163,-0.017040,0.000000,0.000000,0.000000,0.000000
line_ol_680_a,10.083484,-0.032993,0.000000,0.000000,0.000000,0.000000
line_ol_684_a_xfmr_684_a_3,2.016535,-0.032995,0.000000,0.000000,0.000000,0.000000
line_ol_684_a_xfmr_684_a_4,2.016535,-0.032995,0.000000,0.000000,0.000000,0.000000
line_ol_684_a_xfmr_684_a_5,2.016535,-0.032995,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_611_c_h_7,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_8,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_5,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_6,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_9,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_3,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_4,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_1,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_2,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
line_ol684-611,0.000000,0.000000,0.000000,0.000000,10.068408,2.070724
tpx_trip_line_684_a_h_4,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_3,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_6,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_5,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_8,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_7,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_9,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_671_b_h_15,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_16,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_17,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_18,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_19,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_10,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_11,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_12,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_13,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_14,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_633_b_h_9,2.575237,4.178653,2.575065,1.037211,0.000000,0.000000
tpx_trip_line_633_b_h_8,2.575237,4.178653,2.575065,1.037211,0.000000,0.000000
line_ol630-632,804.340114,1.433540,801.458730,-0.633394,806.829186,3.526066
tpx_trip_line_633_b_h_7,2.575237,4.178653,2.575065,1.037211,0.000000,0.000000
tpx_trip_line_633_b_h_6,2.575237,4.178653,2.575065,1.037211,0.000000,0.000000
line_ol_632_a,10.290359,-0.016964,0.000000,0.000000,0.000000,0.000000
line_ol_632_b,0.000000,0.000000,10.300357,4.178832,0.000000,0.000000
line_ol_632_c,0.000000,0.000000,0.000000,0.000000,10.280900,2.081865
tpx_trip_line_633_b_h_1,2.575237,4.178653,2.575065,1.037211,0.000000,0.000000
tpx_trip_line_633_b_h_5,2.575237,4.178653,2.575065,1.037211,0.000000,0.000000
tpx_trip_line_633_b_h_4,2.575237,4.178653,2.575065,1.037211,0.000000,0.000000
tpx_trip_line_633_b_h_3,2.575237,4.178653,2.575065,1.037211,0.000000,0.000000
tpx_trip_line_633_b_h_2,2.575237,4.178653,2.575065,1.037211,0.000000,0.000000
tpx_trip_line_671_b_h_37,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_38,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_39,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_30,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_31,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_32,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_33,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_34,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_35,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_36,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_26,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_27,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_28,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_29,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_684_a_h_2,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_1,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_671_b_h_20,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_21,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_22,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_23,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_24,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
tpx_trip_line_671_b_h_25,2.525478,4.169982,2.525315,1.028534,0.000000,0.000000
line_ol_645_c,0.000000,0.000000,0.000000,0.000000,10.280957,2.081755
line_ol_645_b,0.000000,0.000000,10.301160,4.178749,0.000000,0.000000
tpx_trip_line_632_a_h_40,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
line_ol671-684,20.167645,-0.033059,0.000000,0.000000,20.135934,2.070769
line_ol671-680,10.083325,-0.032883,10.102213,4.170089,10.067295,2.070842
tpx_trip_line_675_c_h_40,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_20,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_632_a_h_21,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_632_a_h_24,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_632_a_h_25,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_632_a_h_22,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_632_a_h_23,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_632_a_h_28,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_684_a_h_40,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_632_a_h_29,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_632_a_h_26,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_632_a_h_27,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_632_a_h_31,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_31,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_32,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_30,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_675_c_h_33,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_30,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_32,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_35,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_35,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_36,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_34,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_33,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_37,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_34,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_36,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_39,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_675_c_h_39,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_675_c_h_38,2.503141,2.068422,2.502983,-1.073029,0.000000,0.000000
tpx_trip_line_632_a_h_37,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_632_a_h_38,2.572670,-0.017078,2.572498,3.124665,0.000000,0.000000
tpx_trip_line_684_a_h_29,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_28,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_27,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_22,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_21,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_20,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_26,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_25,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_24,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_23,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
line_ol_652_a_xfmr_652_a_1,2.016985,-0.033221,0.000000,0.000000,0.000000,0.000000
line_ol632-645,0.000000,0.000000,10.301046,4.178818,10.281072,2.081825
line_ol_652_a_xfmr_652_a_5,2.016985,-0.033221,0.000000,0.000000,0.000000,0.000000
line_ol_652_a_xfmr_652_a_4,2.016985,-0.033221,0.000000,0.000000,0.000000,0.000000
line_ol_652_a_xfmr_652_a_3,2.016985,-0.033221,0.000000,0.000000,0.000000,0.000000
line_ol_652_a_xfmr_652_a_2,2.016985,-0.033221,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_684_c_h_6,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_5,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_a_h_39,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_c_h_8,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_a_h_38,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_c_h_7,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_2,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_1,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_4,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_c_h_3,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_a_h_33,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_32,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_31,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_30,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_37,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_36,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_c_h_9,2.516967,2.070674,2.516806,-1.070775,0.000000,0.000000
tpx_trip_line_684_a_h_35,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_34,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_611_c_h_30,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_31,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_34,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_35,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_32,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_33,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_38,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_39,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_632_c_h_1,2.570305,2.081751,2.570133,-1.059692,0.000000,0.000000
tpx_trip_line_611_c_h_36,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_37,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_632_c_h_4,2.570305,2.081751,2.570133,-1.059692,0.000000,0.000000
tpx_trip_line_633_a_h_8,2.572784,-0.017147,2.572612,3.124595,0.000000,0.000000
tpx_trip_line_632_c_h_5,2.570305,2.081751,2.570133,-1.059692,0.000000,0.000000
tpx_trip_line_633_a_h_7,2.572784,-0.017147,2.572612,3.124595,0.000000,0.000000
tpx_trip_line_632_c_h_2,2.570305,2.081751,2.570133,-1.059692,0.000000,0.000000
tpx_trip_line_632_c_h_3,2.570305,2.081751,2.570133,-1.059692,0.000000,0.000000
tpx_trip_line_633_a_h_9,2.572784,-0.017147,2.572612,3.124595,0.000000,0.000000
tpx_trip_line_632_c_h_8,2.570305,2.081751,2.570133,-1.059692,0.000000,0.000000
tpx_trip_line_633_a_h_4,2.572784,-0.017147,2.572612,3.124595,0.000000,0.000000
tpx_trip_line_632_c_h_9,2.570305,2.081751,2.570133,-1.059692,0.000000,0.000000
tpx_trip_line_633_a_h_3,2.572784,-0.017147,2.572612,3.124595,0.000000,0.000000
tpx_trip_line_632_c_h_6,2.570305,2.081751,2.570133,-1.059692,0.000000,0.000000
tpx_trip_line_633_a_h_6,2.572784,-0.017147,2.572612,3.124595,0.000000,0.000000
tpx_trip_line_632_c_h_7,2.570305,2.081751,2.570133,-1.059692,0.000000,0.000000
tpx_trip_line_633_a_h_5,2.572784,-0.017147,2.572612,3.124595,0.000000,0.000000
tpx_trip_line_633_a_h_2,2.572784,-0.017147,2.572612,3.124595,0.000000,0.000000
tpx_trip_line_633_a_h_1,2.572784,-0.017147,2.572612,3.124595,0.000000,0.000000
tpx_trip_line_684_a_h_19,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_18,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
line_ol_652_a,10.084925,-0.033214,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_684_a_h_17,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_16,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_11,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_10,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_611_c_h_40,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_684_a_h_15,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_14,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_13,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_684_a_h_12,2.520744,-0.033101,2.520582,3.108636,0.000000,0.000000
tpx_trip_line_680_a_h_1,2.520946,-0.033106,2.520784,3.108631,0.000000,0.000000
tpx_trip_line_680_a_h_2,2.520946,-0.033106,2.520784,3.108631,0.000000,0.000000
tpx_trip_line_611_c_h_12,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_680_a_h_3,2.520946,-0.033106,2.520784,3.108631,0.000000,0.000000
tpx_trip_line_611_c_h_13,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_680_a_h_4,2.520946,-0.033106,2.520784,3.108631,0.000000,0.000000
tpx_trip_line_611_c_h_10,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_680_a_h_5,2.520946,-0.033106,2.520784,3.108631,0.000000,0.000000
tpx_trip_line_611_c_h_11,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_680_a_h_6,2.520946,-0.033106,2.520784,3.108631,0.000000,0.000000
tpx_trip_line_611_c_h_16,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_17,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_14,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_15,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_18,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_19,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
line_ol632-6321,802.128649,1.459014,798.968474,-0.594899,803.516424,3.564153
tpx_trip_line_611_c_h_20,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_23,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_24,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_21,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_22,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_611_c_h_27,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_633_c_h_6,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_611_c_h_28,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_633_c_h_5,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_611_c_h_25,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_633_c_h_8,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_611_c_h_26,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_633_c_h_7,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_633_c_h_9,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_611_c_h_29,2.517177,2.070589,2.517016,-1.070860,0.000000,0.000000
tpx_trip_line_633_c_h_2,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_633_c_h_1,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_633_c_h_4,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_633_c_h_3,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_632_b_h_3,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_4,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_5,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_6,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_1,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_2,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_7,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_8,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_632_b_h_9,2.575170,4.178718,2.574997,1.037275,0.000000,0.000000
tpx_trip_line_680_b_h_16,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_15,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
line_ol645-646,0.000000,0.000000,0.000269,-0.373147,0.000272,3.494146
line_ol_675_a_xfmr_675_a_1,2.006100,-0.036361,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_680_b_h_14,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_13,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_19,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_18,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_17,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
line_ol_675_a_xfmr_675_a_3,2.006100,-0.036361,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_680_b_h_12,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
line_ol_675_a_xfmr_675_a_2,2.006100,-0.036361,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_680_b_h_11,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
line_ol_675_a_xfmr_675_a_5,2.006100,-0.036361,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_680_b_h_10,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
line_ol_675_a_xfmr_675_a_4,2.006100,-0.036361,0.000000,0.000000,0.000000,0.000000
tpx_trip_line_680_a_h_7,2.520946,-0.033106,2.520784,3.108631,0.000000,0.000000
tpx_trip_line_680_b_h_27,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_a_h_8,2.520946,-0.033106,2.520784,3.108631,0.000000,0.000000
tpx_trip_line_680_b_h_26,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_a_h_9,2.520946,-0.033106,2.520784,3.108631,0.000000,0.000000
tpx_trip_line_680_b_h_25,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_24,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_29,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_28,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_23,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_22,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_21,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_20,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_633_c_h_11,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_680_b_h_4,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_633_c_h_10,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_680_b_h_5,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_633_c_h_13,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_680_b_h_2,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_633_c_h_12,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_680_b_h_3,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_1,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_38,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_37,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_36,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_35,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_680_b_h_39,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_633_c_h_19,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_680_b_h_30,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_633_c_h_18,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_633_c_h_15,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_680_b_h_34,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_633_c_h_14,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_680_b_h_33,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_633_c_h_17,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_680_b_h_32,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_633_c_h_16,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_680_b_h_31,2.525605,4.169858,2.525442,1.028409,0.000000,0.000000
tpx_trip_line_633_c_h_22,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_633_c_h_21,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_633_c_h_24,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
tpx_trip_line_633_c_h_23,2.570381,2.081679,2.570209,-1.059764,0.000000,0.000000
