Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"TRIP_LOAD_684_A_H_1", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_2", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_3", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_4", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_5", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_6", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_7", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_8", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"XFMR_METER_684_A_2", 2.4, 1,    1630.61,   26.5,    1.1768, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_684_A_2", 0.12, 1,    81.5304,   26.5,    1.1768, 2,    81.5304, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_9", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_10", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_11", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_12", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_13", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_14", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_15", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_16", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"XFMR_METER_684_A_3", 2.4, 1,    1630.61,   26.5,    1.1768, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_684_A_3", 0.12, 1,    81.5304,   26.5,    1.1768, 2,    81.5304, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_17", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_18", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_19", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_20", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_21", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_22", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_23", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_24", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"XFMR_METER_684_A_4", 2.4, 1,    1630.61,   26.5,    1.1768, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_684_A_4", 0.12, 1,    81.5304,   26.5,    1.1768, 2,    81.5304, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_25", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_26", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_27", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_28", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_29", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_30", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_31", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_32", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"XFMR_METER_684_A_5", 2.4, 1,    1630.61,   26.5,    1.1768, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_684_A_5", 0.12, 1,    81.5304,   26.5,    1.1768, 2,    81.5304, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_33", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_34", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_35", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_36", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_37", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_38", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_39", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"TRIP_LOAD_684_A_H_40", 0.12, 1,    81.5262,   26.5,    1.1767, 2,    81.5319, -153.5,    1.1768, 0, 0, 0, 0
"XFMR_METER_645_B_1", 2.4, 2,    1606.65,  -92.1,    1.1595, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_645_B_1", 0.12, 1,    80.3326,  -92.1,    1.1595, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_1", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_2", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_3", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_4", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_5", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_6", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_7", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_8", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"XFMR_METER_645_B_2", 2.4, 2,    1606.65,  -92.1,    1.1595, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_645_B_2", 0.12, 1,    80.3326,  -92.1,    1.1595, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_9", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_10", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_11", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_12", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_13", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_14", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_15", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_16", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"XFMR_METER_645_B_3", 2.4, 2,    1606.65,  -92.1,    1.1595, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_645_B_3", 0.12, 1,    80.3326,  -92.1,    1.1595, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_17", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_18", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_19", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_20", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_21", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_22", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_23", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_24", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"XFMR_METER_645_B_4", 2.4, 2,    1606.65,  -92.1,    1.1595, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_645_B_4", 0.12, 1,    80.3326,  -92.1,    1.1595, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_25", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_26", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_27", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_28", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_29", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_30", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_31", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_32", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"XFMR_METER_645_B_5", 2.4, 2,    1606.65,  -92.1,    1.1595, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_645_B_5", 0.12, 1,    80.3326,  -92.1,    1.1595, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_33", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_34", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_35", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_36", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_37", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_38", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_39", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"TRIP_LOAD_645_B_H_40", 0.12, 1,     80.334,  -92.1,    1.1595, 2,    80.3284,   87.9,    1.1594, 0, 0, 0, 0
"XFMR_METER_645_C_1", 2.4, 3,    1614.72,  149.0,    1.1653, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_645_C_1", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 0, 0, 0, 0
"TRIP_LOAD_645_C_H_1", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_2", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_3", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_4", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_5", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_6", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_7", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_8", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"XFMR_METER_645_C_2", 2.4, 3,    1614.72,  149.0,    1.1653, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_645_C_2", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 0, 0, 0, 0
"TRIP_LOAD_645_C_H_9", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_10", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_11", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_12", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_13", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_14", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_15", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_16", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"XFMR_METER_645_C_3", 2.4, 3,    1614.72,  149.0,    1.1653, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_645_C_3", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 0, 0, 0, 0
"TRIP_LOAD_645_C_H_17", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_18", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_19", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_20", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_21", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_22", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_23", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_24", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"XFMR_METER_645_C_4", 2.4, 3,    1614.72,  149.0,    1.1653, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_645_C_4", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 0, 0, 0, 0
"TRIP_LOAD_645_C_H_25", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_26", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_27", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_28", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_29", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_30", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_31", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_32", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"XFMR_METER_645_C_5", 2.4, 3,    1614.72,  149.0,    1.1653, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_645_C_5", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 0, 0, 0, 0
"TRIP_LOAD_645_C_H_33", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_34", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_35", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_36", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_37", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_38", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_39", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_645_C_H_40", 0.12, 1,    80.7359,  149.0,    1.1653, 2,    80.7359,  -31.0,    1.1653, 3,          0,    0.0,         0
"XFMR_METER_633_A_1", 2.4, 1,    1600.34,   27.4,    1.1549, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_633_A_1", 0.12, 1,    80.0171,   27.4,    1.1549, 2,    80.0171, -152.6,    1.1549, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_1", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_2", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_3", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_4", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_5", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_6", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_7", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_8", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"XFMR_METER_633_A_2", 2.4, 1,    1600.34,   27.4,    1.1549, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_633_A_2", 0.12, 1,    80.0171,   27.4,    1.1549, 2,    80.0171, -152.6,    1.1549, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_9", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_10", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_11", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_12", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_13", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_14", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_15", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_16", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"XFMR_METER_633_A_3", 2.4, 1,    1600.34,   27.4,    1.1549, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_633_A_3", 0.12, 1,    80.0171,   27.4,    1.1549, 2,    80.0171, -152.6,    1.1549, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_17", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_18", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_19", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_20", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_21", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_22", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_23", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_24", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"XFMR_METER_633_A_4", 2.4, 1,    1600.34,   27.4,    1.1549, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_633_A_4", 0.12, 1,    80.0171,   27.4,    1.1549, 2,    80.0171, -152.6,    1.1549, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_25", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_26", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_27", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_28", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
"TRIP_LOAD_633_A_H_29", 0.12, 1,     80.013,   27.4,    1.1549, 2,    80.0185, -152.6,     1.155, 0, 0, 0, 0
