Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TRIP_LINE_632_B_H_29, 1.43074E-6,    -2.07,    3.12264,    87.92,          0,     0.00,          0,     0.00,    3.12264,    87.92, 7.33258E-12,     7.13,    3.12264,   -92.08,          0,     0.00,          0,     0.00,    3.12264,   -92.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_30, 1.43074E-6,    -2.07,    3.12264,    87.92,          0,     0.00,          0,     0.00,    3.12264,    87.92, 7.33258E-12,     7.13,    3.12264,   -92.08,          0,     0.00,          0,     0.00,    3.12264,   -92.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_31, 1.43074E-6,    -2.07,    3.12264,    87.92,          0,     0.00,          0,     0.00,    3.12264,    87.92, 7.33258E-12,     7.13,    3.12264,   -92.08,          0,     0.00,          0,     0.00,    3.12264,   -92.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_32, 1.43074E-6,    -2.07,    3.12264,    87.92,          0,     0.00,          0,     0.00,    3.12264,    87.92, 7.33258E-12,     7.13,    3.12264,   -92.08,          0,     0.00,          0,     0.00,    3.12264,   -92.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_632_B_XFMR_632_B_5,    1.24907,   -92.33,          0,     0.00,          0,     0.00,          0,     0.00,    1.24907,   -92.33,    1.24907,    87.67,          0,     0.00,          0,     0.00,          0,     0.00,    1.24907,    87.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_33, 1.43074E-6,    -2.07,    3.12264,    87.92,          0,     0.00,          0,     0.00,    3.12264,    87.92, 9.09495E-12,    36.87,    3.12264,   -92.08,          0,     0.00,          0,     0.00,    3.12264,   -92.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_34, 1.43074E-6,    -2.07,    3.12264,    87.92,          0,     0.00,          0,     0.00,    3.12264,    87.92, 7.33258E-12,     7.13,    3.12264,   -92.08,          0,     0.00,          0,     0.00,    3.12264,   -92.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_35, 1.43074E-6,    -2.07,    3.12264,    87.92,          0,     0.00,          0,     0.00,    3.12264,    87.92, 7.33258E-12,     7.13,    3.12264,   -92.08,          0,     0.00,          0,     0.00,    3.12264,   -92.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_36, 1.43074E-6,    -2.07,    3.12264,    87.92,          0,     0.00,          0,     0.00,    3.12264,    87.92, 7.33258E-12,     7.13,    3.12264,   -92.08,          0,     0.00,          0,     0.00,    3.12264,   -92.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_37, 1.43074E-6,    -2.07,    3.12264,    87.92,          0,     0.00,          0,     0.00,    3.12264,    87.92, 7.33258E-12,     7.13,    3.12264,   -92.08,          0,     0.00,          0,     0.00,    3.12264,   -92.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_38, 1.43074E-6,    -2.07,    3.12264,    87.92,          0,     0.00,          0,     0.00,    3.12264,    87.92, 7.33258E-12,     7.13,    3.12264,   -92.08,          0,     0.00,          0,     0.00,    3.12264,   -92.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_39, 1.43074E-6,    -2.07,    3.12264,    87.92,          0,     0.00,          0,     0.00,    3.12264,    87.92, 7.33258E-12,     7.13,    3.12264,   -92.08,          0,     0.00,          0,     0.00,    3.12264,   -92.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_B_H_40, 1.43074E-6,    -2.07,    3.12264,    87.92,          0,     0.00,          0,     0.00,    3.12264,    87.92, 7.33258E-12,     7.13,    3.12264,   -92.08,          0,     0.00,          0,     0.00,    3.12264,   -92.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_632_C_XFMR_632_C_1, 0.00557371,    58.96,          0,     0.00,          0,     0.00,          0,     0.00, 0.00557371,    58.96, 0.00560525,  -121.04,          0,     0.00,          0,     0.00,          0,     0.00, 0.00560525,  -121.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_1, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28187E-8,    58.99, 1.06162E-11,   -43.26, 7.62295E-12,    72.65,          0,     0.00,          0,     0.00, 1.00044E-11,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_2, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28276E-8,    58.97, 3.88536E-12,  -110.56, 1.36424E-12,     0.00,          0,     0.00,          0,     0.00, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_3, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28276E-8,    58.97, 3.88536E-12,  -110.56, 1.36424E-12,     0.00,          0,     0.00,          0,     0.00, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_4, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28276E-8,    58.97, 3.88536E-12,  -110.56, 1.36424E-12,     0.00,          0,     0.00,          0,     0.00, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_5, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28276E-8,    58.97, 3.88536E-12,  -110.56, 1.36424E-12,     0.00,          0,     0.00,          0,     0.00, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_6, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28276E-8,    58.97, 3.88536E-12,  -110.56, 1.36424E-12,     0.00,          0,     0.00,          0,     0.00, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_7, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28276E-8,    58.97, 3.88536E-12,  -110.56, 1.36424E-12,     0.00,          0,     0.00,          0,     0.00, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_8, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28276E-8,    58.97, 3.88536E-12,  -110.56, 1.36424E-12,     0.00,          0,     0.00,          0,     0.00, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_632_C_XFMR_632_C_2, 0.00557371,    58.96,          0,     0.00,          0,     0.00,          0,     0.00, 0.00557371,    58.96, 0.00560525,  -121.04,          0,     0.00,          0,     0.00,          0,     0.00, 0.00560525,  -121.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_9, 1.43777E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28299E-8,    59.00, 1.88652E-11,   -74.62, 3.88536E-12,   110.56,          0,     0.00,          0,     0.00, 1.49998E-11,   -75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_10, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28246E-8,    58.93, 7.77073E-12,  -110.56, 3.74994E-12,   104.04,          0,     0.00,          0,     0.00, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_11, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28246E-8,    58.93, 7.77073E-12,  -110.56, 3.74994E-12,   104.04,          0,     0.00,          0,     0.00, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_12, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28246E-8,    58.93, 7.77073E-12,  -110.56, 3.74994E-12,   104.04,          0,     0.00,          0,     0.00, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_13, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28246E-8,    58.93, 7.77073E-12,  -110.56, 3.74994E-12,   104.04,          0,     0.00,          0,     0.00, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_14, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28246E-8,    58.93, 7.77073E-12,  -110.56, 3.74994E-12,   104.04,          0,     0.00,          0,     0.00, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_15, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28246E-8,    58.93, 7.77073E-12,  -110.56, 3.74994E-12,   104.04,          0,     0.00,          0,     0.00, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_16, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00, 1.28246E-8,    58.93, 7.77073E-12,  -110.56, 3.74994E-12,   104.04,          0,     0.00,          0,     0.00, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_632_C_XFMR_632_C_3, 0.00557371,    58.96,          0,     0.00,          0,     0.00,          0,     0.00, 0.00557371,    58.96, 0.00560525,  -121.04,          0,     0.00,          0,     0.00,          0,     0.00, 0.00560525,  -121.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_17, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00,  1.2827E-8,    58.99, 1.01685E-11,   -63.43, 2.27374E-12,   180.00,          0,     0.00,          0,     0.00, 9.37486E-12,   -75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_18, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_19, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_20, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_21, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_22, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_23, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_24, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_632_C_XFMR_632_C_4, 0.00557371,    58.96,          0,     0.00,          0,     0.00,          0,     0.00, 0.00557371,    58.96, 0.00560525,  -121.04,          0,     0.00,          0,     0.00,          0,     0.00, 0.00560525,  -121.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_25, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00,  1.2827E-8,    58.99, 1.01685E-11,   -63.43, 2.27374E-12,   180.00,          0,     0.00,          0,     0.00, 9.37486E-12,   -75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_26, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_27, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_28, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_29, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_30, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_31, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_32, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_632_C_XFMR_632_C_5, 0.00557371,    58.96,          0,     0.00,          0,     0.00,          0,     0.00, 0.00557371,    58.96, 0.00560525,  -121.04,          0,     0.00,          0,     0.00,          0,     0.00, 0.00560525,  -121.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_33, 1.43778E-6,  -121.04,  1.4506E-6,    58.96,          0,     0.00,          0,     0.00,  1.2827E-8,    58.99, 1.01685E-11,   -63.43, 2.27374E-12,   180.00,          0,     0.00,          0,     0.00, 9.37486E-12,   -75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_34, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_35, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_36, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_37, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_38, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_39, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_40, 1.43778E-6,  -121.04, 1.45061E-6,    58.96,          0,     0.00,          0,     0.00,  1.2826E-8,    58.97, 3.63798E-12,    90.00, 7.49989E-12,  -104.04,          0,     0.00,          0,     0.00, 4.06738E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_A_XFMR_692_A_1,    1.27076,    26.24,          0,     0.00,          0,     0.00,          0,     0.00,    1.27076,    26.24,    1.27076,  -153.76,          0,     0.00,          0,     0.00,          0,     0.00,    1.27076,  -153.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_1,    3.17686,    26.50,  1.4651E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50, 5.14488E-12,   135.00,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_2,    3.17686,    26.50,  1.4651E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_3,    3.17686,    26.50,  1.4651E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_4,    3.17686,    26.50,  1.4651E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_5,    3.17686,    26.50,  1.4651E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_6,    3.17686,    26.50,  1.4651E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_7,    3.17686,    26.50,  1.4651E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_8,    3.17686,    26.50,  1.4651E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_A_XFMR_692_A_2,    1.27076,    26.24,          0,     0.00,          0,     0.00,          0,     0.00,    1.27076,    26.24,    1.27076,  -153.76,          0,     0.00,          0,     0.00,          0,     0.00,    1.27076,  -153.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_9,    3.17686,    26.50, 1.46509E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_10,    3.17686,    26.50, 1.46509E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50, 8.13477E-12,  -153.43,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_11,    3.17686,    26.50, 1.46509E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50, 8.13477E-12,  -153.43,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_12,    3.17686,    26.50, 1.46509E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50, 8.13477E-12,  -153.43,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_13,    3.17686,    26.50, 1.46509E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50, 8.13477E-12,  -153.43,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_14,    3.17686,    26.50, 1.46509E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50, 8.13477E-12,  -153.43,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_15,    3.17686,    26.50, 1.46509E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50, 8.13477E-12,  -153.43,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_16,    3.17686,    26.50, 1.46509E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50, 8.13477E-12,  -153.43,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_A_XFMR_692_A_3,    1.27076,    26.24,          0,     0.00,          0,     0.00,          0,     0.00,    1.27076,    26.24,    1.27076,  -153.76,          0,     0.00,          0,     0.00,          0,     0.00,    1.27076,  -153.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_17,    3.17686,    26.50, 1.46509E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50, 3.63798E-12,     0.00,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_18,    3.17686,    26.50, 1.46509E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50, 3.63798E-12,     0.00,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_19,    3.17686,    26.50, 1.46509E-6,   -63.50,          0,     0.00,          0,     0.00,    3.17686,    26.50,    3.17686,  -153.50, 3.63798E-12,     0.00,          0,     0.00,          0,     0.00,    3.17686,  -153.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
