# Master_volt.csv run at 2000-01-01 00:00:00 EST on 2616 powerflow objects (not all are nodes)
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
trip_load_684_a_h_22,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_21,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_24,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
n652,100.732845,-0.552052,0.000000,0.000000,0.000000,0.000000
trip_load_684_a_h_23,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_692_b_h_1,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_load_692_b_h_2,5.021850,3.648486,5.021850,3.648486,0.000000,0.000000
trip_load_684_a_h_29,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_20,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_15,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_14,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
xfmr_meter_611_c_5,0.000000,0.000000,0.000000,0.000000,100.959198,1.551820
trip_load_684_a_h_17,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
xfmr_meter_611_c_4,0.000000,0.000000,0.000000,0.000000,100.959198,1.551820
trip_load_684_a_h_16,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
xfmr_meter_611_c_3,0.000000,0.000000,0.000000,0.000000,100.959198,1.551820
trip_load_684_a_h_11,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
xfmr_meter_611_c_2,0.000000,0.000000,0.000000,0.000000,100.959198,1.551820
trip_load_684_a_h_10,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
xfmr_meter_611_c_1,0.000000,0.000000,0.000000,0.000000,100.959198,1.551820
trip_load_684_a_h_13,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_12,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
n646,0.000000,0.000000,98.484519,3.656672,98.743191,1.561079
n645,0.000000,0.000000,98.484519,3.656672,98.743191,1.561079
trip_load_684_a_h_19,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_18,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
n671,100.732843,-0.552052,100.439898,3.648515,100.959197,1.551820
trip_node_611_c_4,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_node_611_c_5,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
n675,101.260175,-0.555468,100.927030,3.646496,101.511786,1.549539
trip_node_611_c_2,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_node_611_c_3,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_node_611_c_1,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_671_b_h_1,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_684_a_h_40,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_37,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_36,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_39,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_38,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_33,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_32,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_35,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_684_a_h_34,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_b_h_5,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_4,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_3,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_2,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_9,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_8,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_7,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_6,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_611_c_h_12,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_13,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_14,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_15,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_10,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_11,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_652_a_h_1,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_652_a_h_3,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
n692,100.729932,-0.552081,100.437001,3.648486,100.956283,1.551791
trip_load_652_a_h_2,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_652_a_h_5,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_652_a_h_4,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_652_a_h_7,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_652_a_h_6,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_652_a_h_9,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_652_a_h_8,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_611_c_h_23,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_node_680_c_2,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_24,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_node_680_c_3,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_25,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_26,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_node_680_c_1,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_20,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_21,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_node_680_c_4,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_22,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_node_680_c_5,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_692_c_h_1,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_4,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_5,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
n680,100.732844,-0.552052,100.439899,3.648515,100.959199,1.551820
trip_load_692_c_h_2,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_3,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_8,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_9,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
n684,100.732844,-0.552052,0.000000,0.000000,100.959198,1.551820
trip_load_692_c_h_6,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_692_c_h_7,5.047814,1.551791,5.047814,1.551791,0.000000,0.000000
trip_load_611_c_h_16,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_17,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_18,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_19,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_34,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_35,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_36,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_645_b_h_11,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_611_c_h_37,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_645_b_h_10,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_611_c_h_30,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_645_b_h_13,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_611_c_h_31,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_645_b_h_12,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_611_c_h_32,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_633_c_h_39,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_645_b_h_15,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_611_c_h_33,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_633_c_h_38,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_645_b_h_14,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_633_c_h_40,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_692_a_h_25,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_24,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_23,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_node_675_b_1,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_load_692_a_h_22,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_node_675_b_2,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_load_692_a_h_21,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_20,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_611_c_h_27,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_692_a_h_29,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_node_675_b_3,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_load_611_c_h_28,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_692_a_h_28,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_node_675_b_4,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_load_611_c_h_29,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_692_a_h_27,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_node_675_b_5,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_load_692_a_h_26,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_671_c_h_9,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_633_c_h_29,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_680_b_h_40,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_633_c_h_28,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_633_c_h_27,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_671_c_h_2,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_671_c_h_1,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_671_c_h_4,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_611_c_h_40,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_671_c_h_3,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_671_c_h_6,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_671_c_h_5,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_671_c_h_8,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_671_c_h_7,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_692_a_h_14,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_13,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_12,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_11,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_692_a_h_10,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_633_c_h_37,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_633_c_h_36,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_633_c_h_35,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_633_c_h_34,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_692_a_h_19,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_611_c_h_38,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_633_c_h_33,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_692_a_h_18,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_611_c_h_39,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_633_c_h_32,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_692_a_h_17,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_633_c_h_31,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_692_a_h_16,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_633_c_h_30,4.937160,1.561079,4.937160,1.561079,0.000000,0.000000
trip_load_692_a_h_15,5.036497,-0.552081,5.036497,-0.552081,0.000000,0.000000
trip_load_671_b_h_11,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_12,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_10,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_15,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_16,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_13,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_14,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_19,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_17,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_18,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_632_b_h_11,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_10,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_13,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_12,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_675_b_h_2,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_load_675_b_h_3,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_load_675_b_h_4,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_load_675_b_h_5,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_load_675_b_h_1,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_node_684_a_1,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_675_b_h_6,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_node_684_a_5,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_675_b_h_7,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_node_684_a_4,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_675_b_h_8,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_node_684_a_3,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_675_b_h_9,5.046351,3.646496,5.046351,3.646496,0.000000,0.000000
trip_node_684_a_2,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_b_h_22,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_23,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_20,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_21,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_26,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_27,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_24,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_25,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_632_b_h_20,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_671_b_h_28,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_29,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_632_b_h_22,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_21,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_24,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_23,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_15,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
xfmr_meter_692_b_3,0.000000,0.000000,100.437001,3.648486,0.000000,0.000000
trip_load_632_b_h_14,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
xfmr_meter_692_b_4,0.000000,0.000000,100.437001,3.648486,0.000000,0.000000
trip_load_632_b_h_17,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
xfmr_meter_692_b_5,0.000000,0.000000,100.437001,3.648486,0.000000,0.000000
trip_load_632_b_h_16,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_19,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
xfmr_meter_684_a_5,100.732844,-0.552052,0.000000,0.000000,0.000000,0.000000
trip_load_632_b_h_18,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
xfmr_meter_692_b_1,0.000000,0.000000,100.437001,3.648486,0.000000,0.000000
xfmr_meter_692_b_2,0.000000,0.000000,100.437001,3.648486,0.000000,0.000000
xfmr_meter_684_a_1,100.732844,-0.552052,0.000000,0.000000,0.000000,0.000000
xfmr_meter_684_a_2,100.732844,-0.552052,0.000000,0.000000,0.000000,0.000000
xfmr_meter_684_a_3,100.732844,-0.552052,0.000000,0.000000,0.000000,0.000000
xfmr_meter_684_a_4,100.732844,-0.552052,0.000000,0.000000,0.000000,0.000000
trip_load_671_b_h_30,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_33,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_34,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_31,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_32,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_37,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_38,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_35,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_36,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_39,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
trip_load_671_b_h_40,5.021995,3.648515,5.021995,3.648515,0.000000,0.000000
meter_632_b,0.000000,0.000000,98.484519,3.656672,0.000000,0.000000
meter_632_c,0.000000,0.000000,0.000000,0.000000,98.743190,1.561079
meter_632_a,98.624449,-0.538145,0.000000,0.000000,0.000000,0.000000
trip_node_633_b_5,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_node_633_b_1,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_node_633_b_2,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_node_633_b_3,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_node_633_b_4,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_675_c_h_3,5.075589,1.549539,5.075589,1.549539,0.000000,0.000000
trip_load_675_c_h_4,5.075589,1.549539,5.075589,1.549539,0.000000,0.000000
trip_load_675_c_h_1,5.075589,1.549539,5.075589,1.549539,0.000000,0.000000
trip_load_675_c_h_2,5.075589,1.549539,5.075589,1.549539,0.000000,0.000000
trip_load_675_c_h_7,5.075589,1.549539,5.075589,1.549539,0.000000,0.000000
trip_load_675_c_h_8,5.075589,1.549539,5.075589,1.549539,0.000000,0.000000
trip_load_675_c_h_5,5.075589,1.549539,5.075589,1.549539,0.000000,0.000000
trip_load_675_c_h_6,5.075589,1.549539,5.075589,1.549539,0.000000,0.000000
trip_load_675_c_h_9,5.075589,1.549539,5.075589,1.549539,0.000000,0.000000
xfmr_meter_684_c_3,0.000000,0.000000,0.000000,0.000000,100.959198,1.551820
xfmr_meter_684_c_4,0.000000,0.000000,0.000000,0.000000,100.959198,1.551820
xfmr_meter_684_c_5,0.000000,0.000000,0.000000,0.000000,100.959198,1.551820
xfmr_meter_684_c_1,0.000000,0.000000,0.000000,0.000000,100.959198,1.551820
xfmr_meter_684_c_2,0.000000,0.000000,0.000000,0.000000,100.959198,1.551820
meter_645_b,0.000000,0.000000,98.484519,3.656672,0.000000,0.000000
meter_645_c,0.000000,0.000000,0.000000,0.000000,98.743191,1.561079
trip_load_671_a_h_8,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_671_a_h_7,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_632_b_h_31,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_30,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_671_a_h_9,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_632_b_h_33,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_671_a_h_4,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_632_b_h_32,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_671_a_h_3,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_632_b_h_35,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_671_a_h_6,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_632_b_h_34,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_671_a_h_5,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_632_b_h_26,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_25,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_28,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_671_a_h_2,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_632_b_h_27,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_671_a_h_1,5.036642,-0.552052,5.036642,-0.552052,0.000000,0.000000
trip_load_632_b_h_29,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_40,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_37,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_36,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_39,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_632_b_h_38,4.924226,3.656672,4.924226,3.656672,0.000000,0.000000
trip_load_680_c_h_40,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_675_a_h_10,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_11,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_680_c_h_38,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_39,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_32,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_33,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_30,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_31,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_36,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_37,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_34,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_35,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_675_a_h_21,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_22,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_20,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_14,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_15,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_12,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_13,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_18,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_19,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_16,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
trip_load_675_a_h_17,5.063009,-0.555468,5.063009,-0.555468,0.000000,0.000000
xfmr_meter_671_a_3,100.732843,-0.552052,0.000000,0.000000,0.000000,0.000000
xfmr_meter_671_a_4,100.732843,-0.552052,0.000000,0.000000,0.000000,0.000000
xfmr_meter_671_a_5,100.732843,-0.552052,0.000000,0.000000,0.000000,0.000000
xfmr_meter_671_a_1,100.732843,-0.552052,0.000000,0.000000,0.000000,0.000000
xfmr_meter_671_a_2,100.732843,-0.552052,0.000000,0.000000,0.000000,0.000000
trip_load_680_c_h_7,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_8,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_9,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_3,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_4,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_5,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_6,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_1,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
trip_load_680_c_h_2,5.047960,1.551820,5.047960,1.551820,0.000000,0.000000
xfmr_meter_645_c_4,0.000000,0.000000,0.000000,0.000000,98.743191,1.561079
xfmr_meter_645_c_5,0.000000,0.000000,0.000000,0.000000,98.743191,1.561079
